value,method
11.081156,normal
11.057894,normal
11.036056,normal
11.013433,normal
11.032655,normal
11.239182,normal
11.306307,normal
11.281483,normal
11.249526,normal
11.214849,normal
11.181026,normal
11.149217,normal
11.117663,normal
11.086343,normal
11.05849,normal
11.032548,normal
11.007561,normal
11.085431,normal
11.243839,normal
11.278696,normal
11.251552,normal
11.217502,normal
11.18579,normal
11.154538,normal
11.125769,normal
11.09859,normal
11.072147,normal
11.049405,normal
11.025006,normal
11.003656,normal
11.117773,normal
11.281829,normal
11.305669,normal
11.276421,normal
11.242452,normal
11.211113,normal
11.181612,normal
11.153347,normal
11.125012,normal
11.099235,normal
11.073532,normal
11.050262,normal
11.027415,normal
11.006148,normal
11.079485,normal
11.249682,normal
11.278052,normal
11.248031,normal
11.216969,normal
11.183543,normal
11.150346,normal
11.119834,normal
11.090897,normal
11.061461,normal
11.035124,normal
11.00967,normal
11.057512,normal
11.249916,normal
11.318837,normal
11.295738,normal
11.260278,normal
11.225651,normal
11.193023,normal
11.162031,normal
11.133035,normal
11.10564,normal
11.07947,normal
11.054428,normal
11.030438,normal
11.007197,normal
11.077715,normal
11.254466,normal
11.298782,normal
11.270903,normal
11.238783,normal
11.206759,normal
11.176596,normal
11.148827,normal
11.121046,normal
11.095327,normal
11.071586,normal
11.049278,normal
11.025827,normal
11.004107,normal
11.108127,normal
11.270483,normal
11.288312,normal
11.25633,normal
11.222721,normal
11.188904,normal
11.15492,normal
11.123964,normal
11.094695,normal
11.065359,normal
11.038313,normal
11.011929,normal
11.065226,normal
11.239467,normal
11.293436,normal
11.267877,normal
11.234624,normal
11.201771,normal
11.170025,normal
11.139294,normal
11.110615,normal
11.082482,normal
11.057023,normal
11.032334,normal
11.008427,normal
11.075782,normal
11.24488,normal
11.286573,normal
11.258622,normal
11.226124,normal
11.195768,normal
11.164851,normal
11.136655,normal
11.109131,normal
11.082879,normal
11.058471,normal
11.035553,normal
11.012943,normal
11.036449,normal
11.213022,normal
11.267406,normal
11.242278,normal
11.208706,normal
11.178243,normal
11.14618,normal
11.115203,normal
11.086034,normal
11.057725,normal
11.030292,normal
11.003954,normal
11.116694,normal
11.294124,normal
11.32167,normal
11.290587,normal
11.253817,normal
11.220405,normal
11.187362,normal
11.156101,normal
11.126288,normal
11.097331,normal
11.071393,normal
11.046125,normal
11.022086,normal
10.99874,normal
11.1812,normal
11.271533,normal
11.266027,normal
11.23487,normal
11.203696,normal
11.173598,normal
11.144242,normal
11.11686,normal
11.090201,normal
11.06614,normal
11.042575,normal
11.019409,normal
10.997329,normal
11.198581,normal
11.300804,normal
11.289919,normal
11.256578,normal
11.224859,normal
11.190934,normal
11.158341,normal
11.127904,normal
11.096641,normal
11.067078,normal
11.04041,normal
11.01613,normal
11.03727,normal
11.235929,normal
11.302732,normal
11.284011,normal
11.249482,normal
11.214769,normal
11.181764,normal
11.150729,normal
11.122644,normal
11.094328,normal
11.067934,normal
11.043042,normal
11.018896,normal
10.99678,normal
11.209006,normal
11.302878,normal
11.293664,normal
11.263066,normal
11.229911,normal
11.198419,normal
11.168657,normal
11.139366,normal
11.113513,normal
11.088724,normal
11.063992,normal
11.040448,normal
11.018648,normal
10.997289,normal
11.1887,normal
11.322001,normal
11.314157,normal
11.280799,normal
11.246672,normal
11.212172,normal
11.178595,normal
11.14715,normal
11.115459,normal
11.08572,normal
11.058483,normal
11.033666,normal
11.009151,normal
11.063156,normal
11.240175,normal
11.294565,normal
11.271722,normal
11.238065,normal
11.205663,normal
11.174517,normal
11.144041,normal
11.115451,normal
11.088838,normal
11.062603,normal
11.037702,normal
11.014466,normal
11.004213,normal
11.252955,normal
11.347271,normal
11.329198,normal
11.295709,normal
11.260754,normal
11.228466,normal
11.196094,normal
11.166544,normal
11.138728,normal
11.112583,normal
11.088363,normal
11.065099,normal
11.041957,normal
11.020165,normal
10.99875,normal
11.154288,normal
11.272547,normal
11.268648,normal
11.238529,normal
11.206737,normal
11.173772,normal
11.143273,normal
11.114408,normal
11.084513,normal
11.057561,normal
11.031993,normal
11.006329,normal
11.104172,normal
11.274206,normal
11.312049,normal
11.284578,normal
11.25077,normal
11.216855,normal
11.185843,normal
11.156789,normal
11.127999,normal
11.101029,normal
11.075586,normal
11.051341,normal
11.028253,normal
11.005048,normal
11.102979,normal
11.268518,normal
11.300445,normal
11.273154,normal
11.24281,normal
11.211248,normal
11.182161,normal
11.153075,normal
11.126768,normal
11.101255,normal
11.078183,normal
11.054793,normal
11.033237,normal
11.011163,normal
11.041737,normal
11.231715,normal
11.295197,normal
11.269288,normal
11.238021,normal
11.205651,normal
11.172423,normal
11.141302,normal
11.112225,normal
11.082724,normal
11.055925,normal
11.03055,normal
11.005586,normal
11.107276,normal
11.287591,normal
11.320368,normal
11.29073,normal
11.256776,normal
11.223397,normal
11.191754,normal
11.162691,normal
11.135639,normal
11.107594,normal
11.081774,normal
11.057507,normal
11.033831,normal
11.012069,normal
11.050291,normal
11.233353,normal
11.302845,normal
11.282826,normal
11.249793,normal
11.219151,normal
11.189145,normal
11.162286,normal
11.135884,normal
11.110676,normal
11.087143,normal
11.063148,normal
11.041901,normal
11.021861,normal
11.002156,normal
11.116897,normal
11.253175,normal
11.267787,normal
11.240508,normal
11.212284,normal
11.179548,normal
11.149344,normal
11.121407,normal
11.092809,normal
11.063971,normal
11.037342,normal
11.009941,normal
11.066778,normal
11.269863,normal
11.330139,normal
11.304534,normal
11.268802,normal
11.233644,normal
11.199789,normal
11.168065,normal
11.137658,normal
11.108385,normal
11.081727,normal
11.055704,normal
11.030772,normal
11.007333,normal
11.096639,normal
11.264682,normal
11.309846,normal
11.283886,normal
11.25037,normal
11.217265,normal
11.184622,normal
11.154779,normal
11.126093,normal
11.100059,normal
11.075325,normal
11.050721,normal
11.02813,normal
11.005503,normal
11.095066,normal
11.256124,normal
11.279889,normal
11.24773,normal
11.213542,normal
11.181362,normal
11.147657,normal
11.11742,normal
11.086983,normal
11.056597,normal
11.028665,normal
11.003922,normal
11.131636,normal
11.274982,normal
11.292696,normal
11.262896,normal
11.227209,normal
11.193642,normal
11.162328,normal
11.130322,normal
11.10271,normal
11.075447,normal
11.049545,normal
11.02258,normal
10.998992,normal
11.153426,normal
11.290596,normal
11.295619,normal
11.26335,normal
11.229874,normal
11.198079,normal
11.166924,normal
11.136955,normal
11.109386,normal
11.083898,normal
11.058775,normal
11.035139,normal
11.012314,normal
11.040475,normal
11.242986,normal
11.302288,normal
11.275259,normal
11.241495,normal
11.205536,normal
11.170052,normal
11.137965,normal
11.106195,normal
11.075624,normal
11.047839,normal
11.022447,normal
10.998365,normal
11.201627,normal
11.297421,normal
11.292747,normal
11.258421,normal
11.223761,normal
11.190156,normal
11.157355,normal
11.128246,normal
11.101179,normal
11.074769,normal
11.047971,normal
11.023552,normal
11.001326,normal
11.131294,normal
11.302605,normal
11.319968,normal
11.288432,normal
11.253754,normal
11.220442,normal
11.188421,normal
11.158076,normal
11.12989,normal
11.103395,normal
11.078668,normal
11.053885,normal
11.031033,normal
11.009429,normal
11.067284,normal
11.254889,normal
11.305538,normal
11.276699,normal
11.245152,normal
11.208844,normal
11.174079,normal
11.142909,normal
11.111759,normal
11.080397,normal
11.052916,normal
11.028011,normal
11.002514,normal
11.128446,normal
11.3036,normal
11.324439,normal
11.291131,normal
11.255776,normal
11.220915,normal
11.18688,normal
11.155632,normal
11.127325,normal
11.099938,normal
11.072266,normal
11.046412,normal
11.022877,normal
11.001402,normal
11.136694,normal
11.325377,normal
11.345197,normal
11.311694,normal
11.275749,normal
11.24144,normal
11.210352,normal
11.179586,normal
11.150087,normal
11.12214,normal
11.096104,normal
11.070137,normal
11.044877,normal
11.020608,normal
11.002115,normal
11.208956,normal
11.294971,normal
11.277975,normal
11.240749,normal
11.204981,normal
11.168676,normal
11.134319,normal
11.104344,normal
11.075012,normal
11.04725,normal
11.021982,normal
10.997204,normal
11.219019,normal
11.324557,normal
11.322266,normal
11.28713,normal
11.250545,normal
11.21621,normal
11.183383,normal
11.151826,normal
11.1218,normal
11.09504,normal
11.068633,normal
11.042578,normal
11.018407,normal
11.007414,normal
11.217052,normal
11.298186,normal
11.286703,normal
11.253597,normal
11.220264,normal
11.188137,normal
11.158756,normal
11.130383,normal
11.102931,normal
11.077097,normal
11.052931,normal
11.029809,normal
11.008968,normal
11.049073,normal
11.240763,normal
11.292662,normal
11.262408,normal
11.229356,normal
11.195315,normal
11.161029,normal
11.130148,normal
11.10035,normal
11.070031,normal
11.042063,normal
11.016409,normal
11.006223,normal
11.216725,normal
11.313687,normal
11.302097,normal
11.268199,normal
11.232693,normal
11.198772,normal
11.166388,normal
11.135641,normal
11.106419,normal
11.079344,normal
11.05298,normal
11.028956,normal
11.005302,normal
11.097652,normal
11.301208,normal
11.342437,normal
11.314238,normal
11.278779,normal
11.243485,normal
11.210911,normal
11.180726,normal
11.151597,normal
11.123068,normal
11.095923,normal
11.07097,normal
11.046887,normal
11.024756,normal
11.00272,normal
11.118404,normal
11.268869,normal
11.278971,normal
11.248031,normal
11.215469,normal
11.180034,normal
11.149028,normal
11.118085,normal
11.08615,normal
11.057971,normal
11.031806,normal
11.007493,normal
11.070681,normal
11.264901,normal
11.316561,normal
11.291421,normal
11.255536,normal
11.221713,normal
11.188797,normal
11.158918,normal
11.131241,normal
11.104334,normal
11.078117,normal
11.053082,normal
11.029496,normal
11.006698,normal
11.075581,normal
11.253536,normal
11.295501,normal
11.270407,normal
11.23776,normal
11.206844,normal
11.176923,normal
11.148384,normal
11.121417,normal
11.0962,normal
11.07159,normal
11.048102,normal
11.026709,normal
11.004872,normal
11.107701,normal
11.282246,normal
11.314535,normal
11.285113,normal
11.251425,normal
11.214666,normal
11.180965,normal
11.149249,normal
11.11718,normal
11.087103,normal
11.05906,normal
11.029743,normal
11.002811,normal
11.155344,normal
11.309651,normal
11.335112,normal
11.302142,normal
11.26484,normal
11.228262,normal
11.193422,normal
11.160453,normal
11.1296,normal
11.100143,normal
11.072612,normal
11.044979,normal
11.019511,normal
11.000318,normal
11.190215,normal
11.279464,normal
11.272483,normal
11.23984,normal
11.207248,normal
11.175589,normal
11.144424,normal
11.115817,normal
11.089675,normal
11.063287,normal
11.037828,normal
11.014265,normal
11.029208,normal
11.236305,normal
11.306968,normal
11.281137,normal
11.24588,normal
11.209329,normal
11.172281,normal
11.139172,normal
11.107615,normal
11.07458,normal
11.046922,normal
11.020798,normal
10.999798,normal
11.217009,normal
11.326885,normal
11.325011,normal
11.289961,normal
11.252578,normal
11.216714,normal
11.181603,normal
11.150556,normal
11.121054,normal
11.092997,normal
11.0653,normal
11.03936,normal
11.015267,normal
11.026209,normal
11.212229,normal
11.286268,normal
11.269773,normal
11.236179,normal
11.203246,normal
11.172961,normal
11.143398,normal
11.115603,normal
11.089257,normal
11.064517,normal
11.040517,normal
11.017064,normal
10.996804,normal
11.204169,normal
11.309709,normal
11.293693,normal
11.258142,normal
11.222908,normal
11.18608,normal
11.153475,normal
11.121424,normal
11.088949,normal
11.058951,normal
11.032743,normal
11.007387,normal
11.098425,normal
11.258272,normal
11.291881,normal
11.264176,normal
11.230132,normal
11.19658,normal
11.16431,normal
11.133419,normal
11.103382,normal
11.075778,normal
11.049622,normal
11.025069,normal
11.001153,normal
11.128729,normal
11.269587,normal
11.281697,normal
11.251502,normal
11.218937,normal
11.187042,normal
11.157695,normal
11.128054,normal
11.100431,normal
11.074245,normal
11.050786,normal
11.026175,normal
11.003937,normal
11.110749,normal
11.286499,normal
11.307304,normal
11.276699,normal
11.240403,normal
11.202888,normal
11.168931,normal
11.135848,normal
11.102425,normal
11.072333,normal
11.043878,normal
11.014704,normal
11.035275,normal
11.261819,normal
11.346164,normal
11.329075,normal
11.291156,normal
11.252166,normal
11.216445,normal
11.181412,normal
11.149353,normal
11.118462,normal
11.090719,normal
11.063706,normal
11.037888,normal
11.01346,normal
11.045621,normal
11.221951,normal
11.284655,normal
11.260605,normal
11.227624,normal
11.19419,normal
11.16235,normal
11.132566,normal
11.104562,normal
11.078945,normal
11.053264,normal
11.029645,normal
11.006168,normal
11.085735,normal
11.268977,normal
11.297784,normal
11.263878,normal
11.229001,normal
11.196457,normal
11.162374,normal
11.131022,normal
11.100646,normal
11.07165,normal
11.044544,normal
11.018338,normal
11.001514,normal
11.232701,normal
11.35369,normal
11.348444,normal
11.312918,normal
11.275142,normal
11.238737,normal
11.204942,normal
11.171866,normal
11.141258,normal
11.112595,normal
11.084806,normal
11.059943,normal
11.035872,normal
11.011745,normal
11.05201,normal
11.249524,normal
11.328583,normal
11.30976,normal
11.276124,normal
11.242495,normal
11.209622,normal
11.179702,normal
11.151048,normal
11.124232,normal
11.097623,normal
11.07329,normal
11.049168,normal
11.02748,normal
11.005665,normal
11.084304,normal
11.25659,normal
11.278705,normal
11.249951,normal
11.21642,normal
11.181625,normal
11.150859,normal
11.120542,normal
11.088726,normal
11.06063,normal
11.033646,normal
11.006329,normal
11.114208,normal
11.285981,normal
11.321683,normal
11.291289,normal
11.254564,normal
11.219424,normal
11.186306,normal
11.153271,normal
11.122359,normal
11.094428,normal
11.065875,normal
11.041571,normal
11.015911,normal
11.012445,normal
11.241451,normal
11.329562,normal
11.318706,normal
11.285569,normal
11.250659,normal
11.2186,normal
11.186477,normal
11.158218,normal
11.130722,normal
11.104255,normal
11.079757,normal
11.056329,normal
11.033319,normal
11.011268,normal
11.037803,normal
11.227738,normal
11.291097,normal
11.265576,normal
11.231829,normal
11.199504,normal
11.165552,normal
11.135144,normal
11.106219,normal
11.076393,normal
11.047724,normal
11.022283,normal
10.997855,normal
11.20836,normal
11.338655,normal
11.34704,normal
11.313242,normal
11.276637,normal
11.2415,normal
11.207167,normal
11.175247,normal
11.144712,normal
11.116308,normal
11.090342,normal
11.064717,normal
11.039025,normal
11.016993,normal
11.00168,normal
11.219112,normal
11.303365,normal
11.296576,normal
11.265171,normal
11.231894,normal
11.201019,normal
11.172132,normal
11.143895,normal
11.11738,normal
11.093602,normal
11.068909,normal
11.046178,normal
11.024284,normal
11.003044,normal
11.129251,normal
11.332184,normal
11.354997,normal
11.321062,normal
11.285267,normal
11.247747,normal
11.210753,normal
11.17788,normal
11.145682,normal
11.114269,normal
11.086744,normal
11.05853,normal
11.029267,normal
11.003297,normal
11.148563,normal
11.291205,normal
11.310565,normal
11.278802,normal
11.242064,normal
11.207603,normal
11.175875,normal
11.145871,normal
11.116156,normal
11.088908,normal
11.061956,normal
11.03634,normal
11.013248,normal
11.03971,normal
11.208385,normal
11.284008,normal
11.26751,normal
11.235659,normal
11.203362,normal
11.171542,normal
11.142465,normal
11.114557,normal
11.088404,normal
11.063632,normal
11.038962,normal
11.016392,normal
11.007842,normal
11.216425,normal
11.290478,normal
11.270023,normal
11.237176,normal
11.201261,normal
11.166962,normal
11.135444,normal
11.103976,normal
11.073451,normal
11.046456,normal
11.020216,normal
10.998583,normal
11.202586,normal
11.316655,normal
11.315494,normal
11.282073,normal
11.244359,normal
11.209604,normal
11.176891,normal
11.145922,normal
11.116308,normal
11.089903,normal
11.062759,normal
11.037621,normal
11.014489,normal
11.037266,normal
11.240244,normal
11.317941,normal
11.301541,normal
11.266184,normal
11.231395,normal
11.198472,normal
11.166708,normal
11.136889,normal
11.109076,normal
11.083216,normal
11.058558,normal
11.034862,normal
11.012363,normal
11.031752,normal
11.212808,normal
11.281972,normal
11.255646,normal
11.222873,normal
11.188191,normal
11.155154,normal
11.123463,normal
11.092431,normal
11.062965,normal
11.034827,normal
11.006206,normal
11.112965,normal
11.270383,normal
11.306588,normal
11.277569,normal
11.23961,normal
11.204012,normal
11.169793,normal
11.138358,normal
11.10849,normal
11.079232,normal
11.051312,normal
11.02554,normal
11.001106,normal
11.14925,normal
11.288145,normal
11.304707,normal
11.273982,normal
11.23795,normal
11.203393,normal
11.170533,normal
11.140293,normal
11.110918,normal
11.082832,normal
11.057,normal
11.032469,normal
11.009161,normal
11.06968,normal
11.248794,normal
11.299704,normal
11.270093,normal
11.234631,normal
11.197632,normal
11.161235,normal
11.128599,normal
11.095684,normal
11.064517,normal
11.036927,normal
11.010192,normal
11.081873,normal
11.278718,normal
11.349051,normal
11.325199,normal
11.287231,normal
11.248079,normal
11.211711,normal
11.17787,normal
11.145654,normal
11.114635,normal
11.086858,normal
11.0592,normal
11.033708,normal
11.010764,normal
11.061931,normal
11.257228,normal
11.327535,normal
11.307859,normal
11.272222,normal
11.23745,normal
11.202155,normal
11.170968,normal
11.141817,normal
11.113259,normal
11.087022,normal
11.062062,normal
11.038965,normal
11.015106,normal
10.996088,normal
11.210799,normal
11.335842,normal
11.329218,normal
11.296088,normal
11.257663,normal
11.219367,normal
11.18448,normal
11.148965,normal
11.116345,normal
11.086559,normal
11.055402,normal
11.026963,normal
10.99978,normal
11.193164,normal
11.31659,normal
11.331226,normal
11.296885,normal
11.258551,normal
11.222326,normal
11.187025,normal
11.153853,normal
11.123323,normal
11.094789,normal
11.067872,normal
11.041451,normal
11.016554,normal
11.014826,normal
11.22717,normal
11.314015,normal
11.303108,normal
11.269732,normal
11.235321,normal
11.200748,normal
11.168457,normal
11.139002,normal
11.112494,normal
11.084279,normal
11.057686,normal
11.034059,normal
11.011395,normal
11.048348,normal
11.26133,normal
11.323624,normal
11.296397,normal
11.260102,normal
11.224154,normal
11.187579,normal
11.154545,normal
11.123127,normal
11.091933,normal
11.062775,normal
11.034312,normal
11.004757,normal
11.116447,normal
11.280242,normal
11.317743,normal
11.2875,normal
11.250306,normal
11.212687,normal
11.178007,normal
11.146323,normal
11.115443,normal
11.086266,normal
11.057936,normal
11.031899,normal
11.00639,normal
11.103836,normal
11.275143,normal
11.321097,normal
11.293158,normal
11.256715,normal
11.221257,normal
11.188031,normal
11.157585,normal
11.126867,normal
11.098664,normal
11.071584,normal
11.045419,normal
11.021692,normal
10.999055,normal
11.154044,normal
11.307884,normal
11.314814,normal
11.277407,normal
11.240999,normal
11.205807,normal
11.168139,normal
11.135935,normal
11.103858,normal
11.071327,normal
11.043737,normal
11.017793,normal
11.005719,normal
11.217052,normal
11.320122,normal
11.316537,normal
11.279748,normal
11.242245,normal
11.206145,normal
11.171355,normal
11.139726,normal
11.11008,normal
11.08142,normal
11.053847,normal
11.028478,normal
11.005704,normal
11.108079,normal
11.26928,normal
11.303356,normal
11.274488,normal
11.239748,normal
11.206905,normal
11.17512,normal
11.145529,normal
11.11713,normal
11.089987,normal
11.065574,normal
11.040758,normal
11.018578,normal
11.003599,normal
11.218817,normal
11.292678,normal
11.277179,normal
11.244427,normal
11.20785,normal
11.173222,normal
11.140963,normal
11.109391,normal
11.077996,normal
11.049135,normal
11.020981,normal
11.010521,normal
11.229189,normal
11.312602,normal
11.302477,normal
11.266664,normal
11.229176,normal
11.192631,normal
11.159975,normal
11.129819,normal
11.100233,normal
11.072303,normal
11.045029,normal
11.019793,normal
11.001565,normal
11.222713,normal
11.306279,normal
11.297709,normal
11.264849,normal
11.229467,normal
11.195889,normal
11.165094,normal
11.134593,normal
11.10776,normal
11.079617,normal
11.053185,normal
11.029449,normal
11.005164,normal
11.109286,normal
11.250789,normal
11.268173,normal
11.235537,normal
11.202874,normal
11.167653,normal
11.134046,normal
11.103053,normal
11.072737,normal
11.042461,normal
11.016819,normal
11.01316,normal
11.258074,normal
11.346903,normal
11.334713,normal
11.297689,normal
11.258888,normal
11.221827,normal
11.186416,normal
11.154165,normal
11.123969,normal
11.094656,normal
11.067587,normal
11.042271,normal
11.017597,normal
11.010137,normal
11.218082,normal
11.310258,normal
11.297665,normal
11.263766,normal
11.229064,normal
11.195819,normal
11.165305,normal
11.136222,normal
11.108324,normal
11.081476,normal
11.056763,normal
11.033876,normal
11.009981,normal
11.039794,normal
11.373559,normal
11.499726,normal
11.463137,normal
11.413683,normal
11.36627,normal
11.317234,normal
11.273842,normal
11.23079,normal
11.188643,normal
11.152192,normal
11.118507,normal
11.088237,normal
11.057909,normal
11.029775,normal
11.003551,normal
11.114257,normal
11.29034,normal
11.318969,normal
11.285807,normal
11.247425,normal
11.210591,normal
11.175728,normal
11.142473,normal
11.111793,normal
11.082089,normal
11.053164,normal
11.026577,normal
11.001069,normal
11.156949,normal
11.317912,normal
11.337234,normal
11.303113,normal
11.264629,normal
11.22941,normal
11.1944,normal
11.162458,normal
11.131269,normal
11.102319,normal
11.075306,normal
11.050094,normal
11.02489,normal
11.00043,normal
11.135194,normal
11.278049,normal
11.29456,normal
11.264194,normal
11.22546,normal
11.189854,normal
11.155351,normal
11.120328,normal
11.089035,normal
11.059414,normal
11.030134,normal
11.003673,normal
11.125755,normal
11.277334,normal
11.304858,normal
11.273932,normal
11.236589,normal
11.199276,normal
11.166477,normal
11.134066,normal
11.102111,normal
11.073154,normal
11.045928,normal
11.020044,normal
10.99666,normal
11.208213,normal
11.304284,normal
11.301935,normal
11.267213,normal
11.231679,normal
11.196678,normal
11.164669,normal
11.133651,normal
11.10643,normal
11.078897,normal
11.052553,normal
